Beatmap,SR,Objects,Variety,Spikiness,Switch
1255009 | Piano 7K BMS Pack [Long Shot Party - Distance],2.2187,768,3.0315,1.1775,0.8708
892053 | -+ [pw's 7K Normal],2.2178,461,4.3502,1.2803,0.8531
4226488 | Koi Sekai (TV Size) [Sava's Easy],2.2176,338,4.2064,1.2015,0.9198
1670742 | planetarium [BASIC],2.2166,300,4.0105,1.3001,0.8957
814870 | GLIDE [NM],2.2165,671,4.1508,1.2239,0.8766
3550700 | TAKAMARI * CLIMAXXX!!!!! [DH's DEBUT],2.2162,460,3.8936,1.2790,0.9089
3544170 | Junjou Midnight Densetsu (Game Ver.) [Normal],2.2154,718,3.8403,1.2157,0.9027
3838921 | Last Wish [Journey],2.2146,1339,4.5752,1.2959,0.8782
1143916 | Flower Flag [Normal],2.2126,1333,4.0433,1.2671,0.9075
4475077 | 19ZZ [normal],2.2126,488,4.7818,1.2459,0.8813
309710 | Shining Collection [NM],2.2113,689,4.4039,1.4815,0.8838
4714274 | Electroman Adventures [Hard],2.2095,1197,3.0369,1.0585,0.9147
581299 | Kuukirikigaku Shoujo to Shounen no Uta [Yuuto's 7K NM],2.2075,572,3.8999,1.2641,0.8649
1628606 | BLACK SHOUT [Hard lv16],2.2063,540,4.0312,1.2797,0.8808
241121 | Natsuiro Surprise [Normal],2.2061,384,4.4931,1.2795,0.9008
2584317 | Dori Dori (TV Size) [7K // Easy],2.2058,305,3.8739,1.1874,0.9054
385677 | Ashita no Sora [Normal],2.2055,1033,4.2573,1.3535,0.8171
691014 | Koi no Serenade [Normal],2.2055,743,3.9144,1.2770,0.8961
1317914 | Nevereverland [Normal],2.2044,1414,4.1753,1.1362,0.9704
4142112 | DOGFIGHT (TV Size) [Normal],2.2039,714,3.5897,1.0714,0.9255
1235510 | Happy*Pretty*Clover [7K Normal Lv. 12],2.2030,671,3.6971,1.2743,0.8892
737244 | Pochiko no Shiawase na Nichijou [Normal],2.2009,568,4.1005,1.2465,0.8908
3796526 | Prayer [Easy],2.1999,398,4.3208,1.1652,0.9123
1144311 | Schur's Theorem [Normal],2.1979,567,4.0736,1.3125,0.9306
314585 | Yubi Bouenkyou (TV Size) [17VA's Djinn [Hard]],2.1938,487,4.0320,1.1282,0.9056
938079 | Brain Power [ZZH's 7K NOVICE],2.1923,702,3.5761,1.1947,0.9258
830568 | Natsukoi Hanabi [7K Lv.10],2.1903,534,3.8337,1.2270,0.8708
336187 | AVENGE WORLD (TV size) [NM],2.1862,416,4.1441,1.2544,0.8792
4600106 | Nyanderful days [Sun's 7K Easy],2.1840,347,4.0762,1.1927,0.9117
709054 | Uchouten Vivace [Normal],2.1826,710,4.0460,1.1156,0.9663
2769819 | Mach space journey [Normal],2.1815,679,3.9506,1.2755,0.9665
2159225 | #be_fortunate [#normal],2.1802,1045,3.4988,1.2094,0.8767
1337075 | Piano 7K BMS Pack [V.K - Wings of Piano],2.1793,811,3.6265,1.3294,0.8397
3665760 | introduction [irone's hi],2.1786,213,3.9427,1.1134,0.8647
1311718 | Piano 7K BMS Pack [PriPara - Dream Parade],2.1780,753,3.6533,1.1376,0.8647
477241 | Oracion(TV-Size) [S.Star's 7K NM+],2.1776,428,4.0519,1.1893,0.9255
2102406 | Reaction feat. Slyleaf [Advanced],2.1762,550,4.2391,1.3153,0.9067
484143 | Counting Stars (Nightcore Mix) [7K NM],2.1732,575,3.9953,1.0351,0.9796
1392155 | Aimaimoko [7K NM],2.1705,286,4.1272,1.3092,0.8728
583873 | Tsuki ni Murakumo Hana ni Kaze [Easy],2.1647,1001,3.7162,1.1888,0.9385
4625785 | eien [Hard],2.1625,395,3.1196,0.9928,0.8974
382857 | Rakuen PROJECT (TV Size) [Lv.15],2.1604,562,4.0241,1.2846,0.8976
1359768 | Marigold (feat. Guriri) [7K Normal Lv.7],2.1602,689,4.1179,1.1982,0.8871
1207646 | Bokura wa Ima no Naka de(TV Size) [7K Hard],2.1596,666,3.7595,1.2726,0.8670
4564638 | Andante (TV Size) [Sava's Easy],2.1587,242,4.3200,1.1316,0.9560
4065227 | Eviternity [Iyouka's Beginner],2.1584,254,4.9163,1.2416,0.9050
4087031 | Niko's Theme [Solstice],2.1583,83,4.8910,1.0951,0.9563
941430 | Sora no Senritsu -the melody of the cosmos- feat.lily-an (OP Cut) [7K Normal],2.1582,555,4.0423,1.2442,0.8628
3593772 | Salamander feat. Hatsune Miku [Easy],2.1569,512,4.1106,1.2697,0.8901
988408 | Amphisbaena [Normal],2.1569,622,4.3603,1.2666,0.8792
1530525 | 220 - Kumano [Normal],2.1546,278,3.9120,1.2004,0.9285
3072866 | Whispers from a Distant Star [Normal],2.1526,859,3.9554,1.2211,0.8958
503829 | Ignited Night [Shana's 7K Normal],2.1526,531,3.9014,1.2277,0.8971
4286179 | Get Up [7K Advanced],2.1521,196,4.2344,1.3167,0.8648
4332008 | Barberia Tango [7K Normal],2.1508,810,3.6694,1.1722,0.9094
446060 | Wings of Courage -Sora o Koete- [PC's Normal],2.1476,558,4.2014,1.3592,0.8569
3056201 | Summoning 101 [Kanon's Easy],2.1458,631,4.3542,1.1897,0.8660
758230 | Shion Town no Thema [Faded's NM],2.1445,145,3.6476,1.0995,0.9549
2355058 | Oriens [7K Beginner],2.1418,300,4.4200,1.2929,0.8320
4065222 | Eviternity [Easy],2.1417,466,4.0822,1.2820,0.8829
973379 | archive::zip [BASIC],2.1372,401,4.2097,1.1478,0.9438
1282173 | Piano 7K BMS Pack [toby fox - Finale],2.1360,958,3.6916,1.4044,0.8384
4552578 | FUBUKI BAR [Hard],2.1356,1056,3.2675,1.0022,0.9014
3885408 | Hologram (TV Size) [7K Normal],2.1352,503,3.9912,1.3129,0.8805
3302625 | Viyella's Tears [BASIC],2.1328,764,3.8984,1.2580,0.9560
4523789 | Hanataba wo Tsurugi ni [7K Easy],2.1327,238,4.1981,1.1328,0.8814
794795 | Surrealism [Normal],2.1325,566,4.2854,1.2862,0.8733
801423 | Dreadnought [Easy],2.1315,370,4.4260,1.2464,0.8993
442125 | Snow halation (TV Size) [Rumi's NM],2.1307,695,4.2854,1.1863,0.9005
1190408 | Lilieze to Enryuu Laevateinn [7K Normal],2.1295,544,4.1984,1.2969,0.8970
1547801 | For UltraPlayers [BASIC],2.1294,555,4.2099,1.3114,0.8655
439543 | Haryu [Normal],2.1273,481,4.4896,1.3719,0.8237
3209088 | Kyu~Mai*flower [Easy],2.1264,386,4.1697,1.2481,0.8714
695194 | PSI-missing(TV Size) [Normal],2.1249,376,3.7756,1.2084,0.9106
693779 | Go Beyond!! [7K Normal],2.1238,475,4.3131,1.2871,0.8567
3232758 | Kaimin! Anmin! Syalist Seikatsu (TV Size) [7K Easy],2.1223,285,4.4816,1.1476,0.9320
4815704 | Setsugetsu Ouka no Kuni [Easy],2.1219,116,4.4132,0.9438,1.0414
375817 | Re-Sublimity (TV Size) [Lv.16],2.1215,514,3.7636,1.3762,0.8870
424080 | Preserved Roses (TV-Size) [7K NM],2.1214,324,3.9061,1.1380,0.9134
1283895 | Inscape [BASIC],2.1213,271,4.6892,1.2790,0.9289
1577582 | Future Cider [Easy],2.1211,380,4.9458,1.2310,0.9048
1393986 | Piano 7K BMS Pack [toby fox - Dating Start],2.1206,929,3.8311,1.1631,0.9272
433959 | ANGEL [7K NM],2.1198,441,3.6939,1.2445,0.9016
853367 | Persephone [Standard],2.1188,662,4.1551,1.3274,0.8484
4455453 | cute and soft [hard],2.1174,292,3.2032,1.2507,0.8063
1034473 | crepuscular rays [Normal],2.1159,563,4.2475,1.1849,0.9202
672720 | Sakurayozora [Normal],2.1135,500,4.2385,1.4137,0.8421
1031789 | Wizdomiot [Normal],2.1133,480,4.6053,1.2978,0.8916
441155 | Heart of Witch [7K NM],2.1129,440,3.9332,1.2597,0.8880
1282175 | Piano 7K BMS Pack [toby fox - Determination],2.1125,400,3.0450,1.1651,0.8204
297842 | MEPHISTO [Ishi's EZ],2.1123,284,4.3544,1.2377,0.8905
2219676 | Hazukashigariya no Toy Soldier [Beginner],2.1108,480,3.7084,1.3174,0.8321
4021648 | Xecus [SurfChu's Normal],2.1104,1035,3.2598,1.0126,0.9196
353615 | China Dress [7K Normal],2.1098,538,4.2506,1.2113,0.8779
1126817 | Yuki no Youni [CS' 7K Normal],2.1086,495,4.2124,1.1838,0.9062
4021632 | BLUE ARMY (Raytoly's Progressive Hardcore Sped Up Edit) [Normal],2.1086,772,3.9610,1.2084,0.8734
3370631 | Jade Star [Normal],2.1083,825,3.8515,1.1182,0.9261
392534 | Sleeping Butterfly [Lv.12],2.1066,1512,4.0124,1.2875,0.8668
660966 | Blu (Speed Up Ver.) [Draw's 7K NM],2.1049,518,4.4705,1.1892,0.9487
4062768 | Shooting Athletes [Easy],2.1032,329,3.9324,1.2836,0.8452
841214 | Dragon Valley (Toni Leys Remix feat. Esteban Bellucci) [Easy],2.1023,507,4.8591,1.3270,0.8723
3318752 | Pure Ruby [Normal],2.1020,921,3.7165,1.1616,0.8972
2428768 | entelecheia [Easy],2.1019,293,4.1713,1.2643,0.9037
4853627 | MI:LIGHT CONNECT [Easy],2.0972,614,4.2085,1.2868,0.8760
2940251 | Believe in you (TV Size) [7K Normal],2.0948,416,4.0530,1.1224,0.9082
2906063 | Stella-rium (TV Size) [Easy],2.0927,281,4.1823,1.2868,0.8490
683225 | Touch the angel [Normal],2.0927,974,4.0571,1.1739,0.8888
4656277 | Honeyginger (osu! edit) [Normal],2.0918,402,3.7263,1.1868,0.8536
949608 | Enigma [BASIC],2.0913,276,4.5731,1.2632,0.9238
374725 | INFINITY OVERDRIVE [NOVICE],2.0894,646,3.8187,1.2246,0.9379
2027284 | Melty Sweets [NOVICE],2.0880,812,3.7409,1.2508,0.8956
2579710 | Empty Stars [Irone's Normal],2.0868,798,3.8061,1.2719,0.8858
458797 | Aihana (Love+ Edit) [Normal],2.0868,509,4.2328,1.2836,0.8504
3871010 | Tada Koe Hitotsu [7K NM],2.0862,600,4.1051,1.1802,0.9307
3263499 | Finder keepers [Normal],2.0846,829,3.9410,1.1083,0.9526
3693588 | Hyakunichisou (TV Size) [7K Easy],2.0844,251,4.5082,1.1497,0.9207
1072788 | Second Run (Core Mix) [Easy],2.0834,354,4.5652,1.2447,0.8910
462117 | Resonant World [Ichi's NM],2.0819,425,4.1001,1.1834,0.8321
382383 | CUSTOM DRIVE [7K Standard Lv.9],2.0790,139,4.2057,1.0307,0.9357
1117875 | Orange (Anime Ver.) [Easy],2.0783,215,4.7128,1.1961,0.9767
384383 | HEKIREKI (TV Size) [7K NM 'Mitt Hitting'],2.0777,349,4.0892,1.2129,0.9065
786384 | Preserved Valkyria [Shin's NOVICE],2.0760,461,4.6519,1.2955,0.8639
1163363 | Pink Love (feat. Lency) [7K Normal],2.0758,623,3.9189,1.4407,0.8184
2110245 | Uchouten Vivace [Ash's Normal],2.0728,1480,3.4835,1.1336,1.0194
740052 | Gate [Normal],2.0725,365,3.8783,1.3211,0.8385
4332009 | Barberia Tango [7K Easy],2.0683,469,3.9839,1.3728,0.7916
3389413 | FREEDOM DiVE [NORMAL],2.0669,1554,3.9381,1.2029,0.9492
1349302 | Ongaku -resolve- [Beginner],2.0652,320,5.0234,1.2961,0.8662
1222537 | Piano 7K BMS Pack [Akeboshi - Wind],2.0638,1595,3.3366,1.2109,0.8631
"3673032 | Hanyamaru Manten, Zenitendou. (TV Size) [Ham's 7K Normal]",2.0637,205,3.6476,1.0965,0.9324
3092458 | Timeline [Ancient | EZ],2.0616,508,4.1692,1.3083,0.8480
4046721 | YELL EX MAKINA! [Normal!],2.0602,855,4.0031,1.1591,0.9224
1359765 | Marigold (feat. Guriri) [Tofu's 7K Easy Lv.5],2.0588,396,4.6980,1.2746,0.8642
278048 | INNOCENCE (TV Size) [Lv.8],2.0569,364,4.2151,1.2031,0.8581
4011883 | Hikari Sasu Mio no Yuzuriha [BASIC],2.0510,328,3.2350,1.3018,0.8892
2454005 | Idola [Beginner],2.0509,428,4.1652,1.3009,0.8929
941102 | Brain Power [Arzen's 7K BASIC],2.0508,379,4.2056,1.2209,0.8877
1255003 | Piano 7K BMS Pack [Ikimono Gakari - Blue Bird],2.0499,714,2.9995,1.2767,0.8637
2689011 | Sociometry (TV Size) [Normal],2.0490,501,3.8286,1.0673,0.9312
1012680 | Shounen wa Sora o Tadoru Prog Piano Remix [Wonki's NOVICE],2.0482,511,4.4720,1.3821,0.8433
362495 | Disconnected [Reyzra's 7K NM],2.0472,722,3.8161,1.3074,0.8917
2262011 | Gardens Under A Spring Sky [Easy],2.0452,437,4.2754,1.2891,0.9090
1138987 | In my room [MrDorian's 7K Normal],2.0443,213,2.4754,1.0357,0.9893
702153 | Go Beyond!! [7K Beginner],2.0443,283,4.4478,1.2558,0.8549
1322802 | Piano 7K BMS Pack [Chata - Dango Daikazoku],2.0437,1657,3.9918,1.2547,0.8503
1063563 | The Asterisk War [7K Normal],2.0427,508,3.9111,1.2654,0.9766
1215326 | Grayed Out -Antifront- [7K Normal],2.0427,619,3.6018,1.3357,0.9082
328699 | smooooch [S.Star's NM],2.0379,596,3.8461,1.3382,0.8604
519162 | Connect -TV MIX- [Rumi's NM],2.0342,427,4.0315,1.3260,0.8743
1613217 | Mirai Puzzle [Normal],2.0329,569,4.0506,1.2484,0.8936
527080 | Nichijou Decoration [-LASU-'s Normal],2.0326,469,3.7565,1.2234,0.9173
396011 | Sakura Reflection (P*Light Slayer Remix) [7K BASIC Lv.6],2.0324,413,4.2804,1.1483,0.9129
3853868 | Chaos ga Kiwamaru (TV Size) [Obey The Rules // Easy],2.0313,463,4.1085,1.2803,0.8513
1213606 | Sennen no Kotowari [BASIC],2.0293,415,4.3656,1.2798,0.8706
4248339 | No buts! (TV Size) [Normal],2.0293,462,4.1078,1.1709,0.8811
4145299 | Sazanami Town (Aki ~ Haru) [Hirosheap's 7k Normal],2.0287,129,4.4859,1.1914,0.8969
4011879 | Hikari Sasu Mio no Yuzuriha [NOVICE],2.0272,670,3.6956,1.2617,0.9022
465100 | Enmei Chiryou [LordRaika's 7K NM],2.0248,1079,4.3333,1.3713,0.8507
4811484 | Valiant Hero [Chrisse's Normal],2.0238,54,5.4689,1.0666,0.9891
819889 | Quietus Ray [Standard],2.0223,513,3.9785,1.2552,0.9013
3814146 | All Stars Turn into Dust [7k Normal | Nova],2.0209,1028,3.8495,1.2349,0.9089
362515 | Intersect Thunderbolt-Remix [7K Normal],2.0184,569,3.7359,1.4204,0.8522
"3891112 | Aegleseeker (""Afterworld"" Full Version) [Easy]",2.0183,985,4.8178,1.4053,0.8181
4496508 | Uplift [7K | Advanced],2.0158,430,3.7022,1.0825,0.9048
302501 | Kizuato [Normal],2.0123,737,4.1494,1.2674,0.8986
4437818 | Halka Kanata [Advanced],2.0116,1023,3.8863,1.1955,0.9047
257526 | smooooch [7K HD],2.0074,677,3.7304,1.2927,0.8571
4173450 | Everyday World (TV Size) [7K Easy],2.0062,278,4.1020,1.2828,0.8640
299540 | Hades in the Heaven [DJPop's Normal],2.0050,632,4.3584,1.2529,0.8810
1418673 | Lemuria [A Lie's Beginner],2.0041,523,4.2776,1.2344,0.9252
2252372 | LOSHAXI [BEGINNER],2.0024,289,4.4523,1.3489,0.8717
320734 | TRIGGER*HAPPY [7K NOVICE Lv.10],2.0009,520,4.0513,1.1851,0.8697
426452 | Happy End of the World [7K Normal],2.0002,1635,4.1832,1.3618,0.8187
771928 | LEVEL5-judgelight- (TV size) [7K Normal],2.0000,396,4.3533,1.3496,0.9030
2222813 | LOSHAXI [NORMAL],1.9999,518,4.1203,1.4123,0.9022
3794843 | CALL [Beginner],1.9985,317,4.3472,1.1639,0.9344
4326118 | Neko Atsume no Thema [Mash's 7K Advanced],1.9968,293,3.7176,1.1208,0.9614
1127975 | Theresa's teriteri Circulation [7K NM],1.9900,420,3.4975,1.0981,1.0075
294137 | Phantasmagoria [7K NM],1.9893,359,4.7139,1.2679,0.8716
411564 | Yumekai Biyori [7K NM],1.9888,354,4.1878,1.1984,0.9319
370742 | Poppin' Shower [KK's NM],1.9879,439,3.9609,1.1988,0.8463
4353001 | CO5M1C R4ILR0AD [N0RM4L],1.9872,488,3.9773,1.2614,0.9105
512362 | Achromat [7K Normal],1.9865,872,4.2804,1.2314,0.9035
2299467 | Tomadoi Recipe (TV Size) [7K Normal],1.9854,511,3.8313,1.2649,0.8722
342044 | Oni Kanojo [[Shi-Ra]'s Fuman [Easy]],1.9819,661,3.9528,1.3744,0.8614
3208246 | neko nipples [Normal],1.9807,398,3.5819,1.0391,0.9367
1104766 | Now Loading!!!! [Normal],1.9804,554,3.8354,1.3385,0.8607
309318 | Links (TV Size) [S.Star's NM],1.9793,368,3.7800,1.2789,0.8981
275486 | fortissimo -the ultimate crisis- [Normal],1.9786,1184,4.1240,1.2771,0.8697
4675792 | Shikairo Days (TV Size) [Slowpoke's Easy],1.9761,442,4.0088,1.2369,0.8976
"516726 | world's end, girl's rondo (Speed Up Ver.) [NM]",1.9749,454,3.9949,1.3191,0.8538
3151959 | Tadoru Kimi o Koete [fvrex's Advanced],1.9730,794,3.9945,1.2017,0.9116
4661819 | Astral Stranger [Normal],1.9710,700,4.0297,1.1854,0.8684
4250839 | Ego Ego Atakushi [Normal],1.9688,832,3.5947,1.1950,0.9216
414447 | Tokohana (TV Size) [Rumi's 7K NM],1.9668,314,4.3993,1.1740,0.9050
4199353 | Submerged City [AndreyChomik's Normal],1.9668,807,3.9016,1.2654,0.9154
1014634 | Glorious Crown [7K Beginner],1.9665,307,3.9272,1.3100,0.8207
3578277 | Sakura Fubuki [Normal // Germinating],1.9643,461,4.1536,1.0305,0.9095
412184 | Fiat Lux [BASIC],1.9638,467,4.4827,1.1331,0.9321
2283414 | Onegai! Cinderella (M@STER VERSION) [DH's Easy],1.9619,383,4.1718,1.3080,0.8621
3756603 | Yumemigokochi [Easy],1.9605,78,4.5932,1.0954,1.0014
4127691 | AO-Infinity [Beginner],1.9604,493,4.4223,1.4111,0.7693
259261 | Flip Flap [Normal],1.9601,466,4.0278,1.3106,0.8757
353356 | Mitsuba no Musubime (TV Size) [KK's NM],1.9574,283,4.4584,1.2700,0.9342
350259 | HOT LIMIT [Hyper],1.9550,891,3.7524,1.3126,0.9313
1965443 | VERVERG [Normal],1.9547,347,4.6117,1.2451,0.8149
3423800 | Exitium [Normal],1.9537,537,4.1325,1.3986,0.8831
291151 | U&I (TV Size) [Pro Drum],1.9534,877,3.6484,1.2566,1.0016
4598839 | Back to the WORLD [Easy],1.9529,289,4.5050,1.2255,0.8881
4588289 | DiSANiMATE [Normal],1.9513,2000,4.1275,1.1172,0.9383
1336998 | Piano 7K BMS Pack [Maroon 5 - Animals],1.9484,1664,3.4010,1.0689,0.9011
3651404 | S.A.T.E.L.L.I.T.E. [Normal],1.9448,1224,4.1715,1.1928,0.8959
284536 | Catastrophe [Easy],1.9438,255,4.3563,1.2842,0.8398
1145471 | squartatrice [Wonki's Normal],1.9427,657,3.9575,1.2717,0.8731
3915311 | fortissimo -from insanity affection- [Easy],1.9417,334,4.1488,1.1731,0.9418
1168844 | If you went out with friends in a way [Normal],1.9416,268,3.7367,1.1596,0.9221
320812 | Terekakushi Shishunki [Normal],1.9408,920,4.1466,1.2665,0.8844
1957033 | Altros [7K Beginner],1.9391,450,4.0594,1.3521,0.8628
3332477 | licca [hytex's medium],1.9386,604,3.9144,1.0453,0.9434
3259543 | Hanshoku-ki (Cut Ver.) [7K Normal],1.9363,722,4.2704,1.2845,0.8782
874759 | No title [Normal],1.9350,479,3.5532,1.2164,0.9625
"2264434 | Hush, Little Baby - Persia [7K Beginner]",1.9341,234,4.4405,1.2371,0.8823
763920 | START:DASH!! (Prepro Piano Mix) [Normal],1.9332,492,4.0209,1.2037,0.8276
3755327 | For UltraPlayers [eyes' START],1.9315,255,4.6989,1.2184,0.9066
3851479 | United (L.A.O.S Remix) [Cynp-zy's Normal],1.9308,2182,3.7915,1.1732,0.9384
1337008 | Piano 7K BMS Pack [Sergey Eybog - Blow with the fires],1.9293,1026,2.4534,1.1324,0.8428
382546 | Candy Galy [Yuno's 7K NM],1.9287,572,3.8247,1.3794,0.8391
225501 | Gigantic O.T.N [Entozer's Normal],1.9261,863,3.8893,1.3131,0.8581
3927564 | Yuki no Hana [7K Normal],1.9260,347,4.0213,1.2014,0.8972
271371 | Ende [EZ],1.9249,368,3.3497,1.3816,0.7903
3856444 | M2U Pack [Loadstar 7K],1.9249,1034,3.7143,1.1861,0.8637
393433 | Daisy (TV size) [7K NM],1.9239,278,3.8431,1.0030,0.9901
1282182 | Piano 7K BMS Pack [toby fox - Ruins],1.9232,659,3.4394,1.3146,0.8309
3645580 | Smiling-Swinging!! (Game Ver.) [Sya's Easy],1.9229,293,4.4411,1.2132,0.8950
1426467 | Unorthodox Red [2307's 7K Normal],1.9225,1165,3.8416,1.2074,0.9827
899641 | HAELEQUINZ -the clown of 24stairs- [Cruz's Easy],1.9198,661,4.4080,1.5653,0.8257
1337039 | Piano 7K BMS Pack [Hinabita - Piano gakufu de koku to komyo no disukuru],1.9183,911,3.7782,1.1378,0.8663
858240 | Persephone [Rivals_7's Beginner],1.9179,329,4.6384,1.2591,0.8796
2950218 | Melody of Promise [7K Easy],1.9171,162,4.8236,1.0974,0.9216
407995 | ebb and flow [Rumi's NM],1.9170,1000,3.9862,1.2480,0.8759
2355059 | Oriens [7K Easy],1.9164,467,3.9370,1.3697,0.8163
554276 | Snow halation (TV Size) [7K NM],1.9146,447,4.7821,1.3803,0.8016
838831 | A Little Dream [Easy],1.9129,691,4.3749,1.2672,0.9319
2396651 | Key of Truth [7K // Standard],1.9110,532,3.9856,1.2417,0.8528
370820 | Vidro Moyou [Rumi's 7K NM],1.9107,1210,3.8380,1.3770,0.8595
1039592 | Kaze no Uta -TV Size- [7K EZ],1.9096,273,4.2981,1.2615,0.8425
697409 | Shinsei Taiju [Pew's Beginner],1.9093,201,5.2509,1.1595,0.9139
1253006 | Grand Chariot [7K // Beginner],1.9069,364,4.7824,1.2907,0.8511
710144 | Ai no Scenario [7K NM],1.9067,382,3.9677,1.2614,0.8133
4080454 | AO-Infinity [Standard],1.9054,847,4.3355,1.3353,0.8513
423278 | Analyze [7K EZ],1.9048,265,4.5956,1.3245,0.8712
3062837 | crossing field (TV Size) [7K Easy],1.9024,286,4.0260,1.3241,0.8530
3797502 | Materialize Anything [Normal],1.9012,846,3.9012,1.2352,0.9569
3361497 | LAISSEZ : FAIRE [Normal],1.9006,737,3.8051,1.1856,0.9530
4060106 | Fallen Down [Normal],1.9003,173,3.0461,1.1097,0.9280
495304 | Hana wa Odore ya Irohaniho(TVsize) [Piko's 7K NM],1.9003,409,3.9938,1.2335,0.8625
3398263 | Lapis [Normal],1.8987,759,3.9449,1.1057,0.9038
3938324 | Loneliness [Zap's 7k Normal],1.8985,145,4.5575,1.0486,1.0012
477642 | Messier 333 [leqek's 7K Normal],1.8975,629,4.1609,1.3589,0.8480
"3818610 | Lights, Camera, Action! [7K Normal]",1.8968,483,4.3292,1.3518,0.8580
2210766 | Oceanus [Reba's Easy],1.8965,390,4.4180,1.3345,0.8665
3833838 | Panorama [7K Easy],1.8945,798,4.3774,1.2840,0.8734
3315673 | Hiyokko Santa to Yuki no Machi [Easy],1.8941,585,4.2190,1.4187,0.8138
4073012 | To the Shining MiLie [Hivie OSU's Easy],1.8938,411,4.2660,1.2689,0.8936
361040 | SAVE MY HEART (TV Size) [S.Star's 7K NM],1.8933,290,4.0271,1.3403,0.8047
709819 | Madpakke [richard's 7K Normal],1.8925,452,4.6337,1.2894,0.9023
760455 | Aragami [7K Normal],1.8917,515,4.2978,1.2962,0.8460
3644844 | Unwelcome School [Advanced],1.8915,922,3.5619,1.0173,0.9173
947833 | Future style [7K EZ],1.8910,1100,3.8599,1.3907,0.8204
3880274 | Keitai Renwa [Normal],1.8907,539,4.0098,1.2760,0.9032
1366214 | Scars of FAUNA [Beginner],1.8902,357,4.4201,1.2890,0.8554
1004247 | Mika's Song (Speed Up Ver.) [Destiny of Love],1.8895,562,3.3188,1.0822,0.8973
677603 | C18H27NO3 [Grune's 7K BASIC],1.8876,349,3.5256,1.3081,0.8593
3553141 | [@__@] [[n__n]],1.8855,462,4.2532,1.2997,0.8607
1980548 | New World [Normal],1.8851,553,4.1384,1.4892,0.8278
836538 | Reijou Shikku [Normal],1.8817,614,4.4563,1.2140,0.8910
4577349 | Kagaribi [_Yiiiii's Normal],1.8809,914,3.9347,1.1126,0.9383
787135 | My Dear Girl (short Ver) [yoshilove's 7K NM],1.8800,440,4.4996,1.3927,0.8268
1133512 | Orange (Piano Arrange Ver.) [Normal],1.8789,377,4.3935,1.4826,0.7516
303312 | WING OF ZERO [7K Normal],1.8789,451,3.5338,1.3395,0.8598
4006191 | To the Shining MiLie [Normal],1.8771,742,3.8550,1.2152,0.9182
746676 | Kunoichi demo Koi ga Shitai [KK's Easy],1.8760,294,3.6082,1.3311,0.8337
4663984 | Vomit [Easy],1.8757,444,4.5627,1.3820,0.8507
1153342 | Crescent Moon Island [Normal],1.8724,603,3.8144,1.3329,0.8577
350279 | Zephyros [7K Normal],1.8714,1214,4.0049,1.1748,0.9202
352618 | Re:make [Amateur Drum],1.8710,1081,3.8819,1.3143,0.8863
348931 | Bad Apple!! (REDALiCE Remix) [KK's 7K Lv.4],1.8696,736,3.4761,1.2182,0.9750
4155014 | Paper Bouquet (TV Size) [7K Easy],1.8688,375,4.0798,1.2510,0.8999
320738 | Cirno's Perfect Math Class [7k Rumi9],1.8685,539,3.8037,1.2799,0.9112
4531582 | Voyage [Advanced],1.8668,1297,3.3356,1.0853,0.8824
252973 | Grow Slowly (TV Size) [Normal],1.8665,370,3.8599,1.4613,0.8348
468308 | Madoromi no Yakusoku [NM],1.8646,280,4.3601,1.2850,0.8604
2245485 | AsiaN distractive [Normal],1.8642,416,4.3215,1.3057,0.8217
1163324 | Pink Love (feat. Lency) [7K Easy],1.8629,379,4.1853,1.3458,0.8396
1637836 | Mach Sigma - For Dream Dance Act 1 [Prologue],1.8608,231,4.8621,1.2152,0.8996
360800 | Water Horizon [3i's 7K BASIC],1.8603,491,4.1532,1.3463,0.8700
4304981 | Himiko [Normal],1.8602,737,3.6802,1.0748,0.8863
365123 | Won(*3*)Chu KissMe! (TV Size) [7K NM],1.8588,320,4.2912,1.3376,0.8460
4845707 | Lazy! [Advanced!],1.8568,965,3.8666,1.1005,0.9757
754019 | Funwari Fuwari [EZ],1.8568,538,4.7011,1.4012,0.7911
1663177 | ne! ne! ne! (TV Size) [NM],1.8565,511,3.9317,1.2200,0.8853
1104763 | Now Loading!!!! [Easy],1.8557,285,3.9298,1.3761,0.8009
413728 | MASAYUME CHASING (TV Size) [7K Normal],1.8543,332,3.9825,1.2588,0.8830
